model,temperature_dir,variant,baseline_variant,n_paired_questions,baseline_n_scored,variant_n_scored,baseline_n_missing,variant_n_missing,baseline_coverage,variant_coverage,coverage_delta,brier_delta,brier_delta_ci_low,brier_delta_ci_high,brier_p_permutation,brier_q_bh,brier_effect_dz,log_loss_delta,log_loss_delta_ci_low,log_loss_delta_ci_high,log_loss_p_permutation,log_loss_q_bh,log_loss_effect_dz,accuracy_delta,accuracy_delta_ci_low,accuracy_delta_ci_high,accuracy_p_permutation,accuracy_q_bh,accuracy_effect_dz
Qwen2.5-7b-instruct,temperature_025,variant2_key_attribute,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.013610553797468354,0.005027531250000002,0.022326943037974688,0.0015998400159984002,0.004430326198149416,0.07809026322784383,0.029193115974161053,0.007483563787956234,0.05141869528515843,0.008599140085991401,0.023363701365712485,0.06587433963858044,-0.02341772151898734,-0.03670886075949367,-0.010126582278481013,0.0007999200079992001,0.005759424057594241,-0.0871021850918469
Qwen2.5-7b-instruct,temperature_025,variant3_reasoning_type,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.001987705696202534,-0.005677346518987338,0.009836853639240506,0.6192380761923808,0.7133622637736227,0.012676731976536284,-0.0021935361047699066,-0.021879231772294536,0.01759506881351922,0.8246175382461753,0.9134225039034558,-0.005507498747582955,-0.010759493670886076,-0.02341772151898734,0.0018987341772151898,0.1095890410958904,0.1997572394659268,-0.04300974545221897
Qwen2.5-7b-instruct,temperature_025,variant4_credibility,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.0013963132911392405,-0.005926430775316456,0.008652635680379741,0.7022297770222977,0.790008499150085,0.009528770465404506,-0.0027367315593478155,-0.021462578647986428,0.015740040316600663,0.7764223577642235,0.8873398374448269,-0.007202785392205953,-0.006329113924050633,-0.017721518987341773,0.005063291139240506,0.3066693330666933,0.4469371244693713,-0.02812942444984132
Qwen2.5-7b-instruct,temperature_025,variant5_key_conditions,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.02709715189873418,0.01605132911392405,0.038059099683544304,9.999000099990002e-05,0.0004234870630584001,0.12096637758295445,0.059393799082008245,0.03200605819281756,0.08612581551091648,9.999000099990002e-05,0.0005999400059994001,0.10683797325793778,-0.04746835443037975,-0.06455696202531645,-0.030379746835443037,9.999000099990002e-05,0.0015998400159984002,-0.13492382824692092
Qwen2.5-7b-instruct,temperature_025,variant6_step_by_step_reasoning,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.005056060126582278,-0.002298807753164557,0.01237914240506329,0.17668233176682333,0.24463707475406307,0.03410001553004186,0.006432881363506669,-0.011943950104201937,0.025304576950937723,0.5022497750224978,0.6574906145749062,0.017034069794881593,-0.010759493670886076,-0.021518987341772152,0.0,0.07739226077392261,0.1526641856362309,-0.0475588449911573
Qwen2.5-7b-instruct,temperature_025,variant7_uncertainty_language,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.0028501265822784842,-0.004445229430379745,0.010139581882911395,0.44795520447955206,0.5420634407147521,0.019209463343273496,-0.0010799935979715015,-0.019742100185914036,0.01766533709917505,0.9104089591040896,0.946905309469053,-0.0028538616227709425,-0.014556962025316455,-0.025949367088607594,-0.0031645569620253164,0.015798420157984203,0.04460730397548481,-0.062135452817923056
Qwen2.5-7b-instruct,temperature_025,variant8_temporal_anchors,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.003983291139240506,-0.0029052919303797463,0.010968358386075948,0.24727527247275272,0.32970036329700364,0.02849768314408469,0.008242892548539443,-0.009793040791821523,0.026524014367467024,0.38136186381361864,0.5547081655470816,0.022550916658518758,-0.007594936708860759,-0.017721518987341773,0.002531645569620253,0.17888211178882113,0.29271618292716184,-0.03717434470227672
Qwen2.5-7b-instruct,temperature_075,variant1_predicted_event,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.0068337974683544325,-0.0024622689873417705,0.01599405221518987,0.140985901409859,0.20301969803019695,0.03659812992000447,0.013522008118368402,-0.009452252949583906,0.03693932568345654,0.24797520247975202,0.3967603239676032,0.028572747822839882,-0.015822784810126583,-0.030379746835443037,-0.0012658227848101266,0.038896110388961104,0.08890539517476824,-0.054600292536854785
Qwen2.5-7b-instruct,temperature_075,variant2_key_attribute,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.011593417721518987,0.0030981946202531647,0.02040298417721519,0.0081991800819918,0.017889120178891202,0.06598359964424651,0.029388832404974544,0.007607186835040807,0.051728005970221085,0.008899110088991101,0.023730960237309605,0.0652745763358422,-0.019620253164556962,-0.03354430379746835,-0.006329113924050633,0.0057994200579942,0.022355659170925014,-0.07165308791374317
Qwen2.5-7b-instruct,temperature_075,variant3_reasoning_type,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.0008172151898734194,-0.007260924050632909,0.008876379746835441,0.8411158884111589,0.8840926126365466,0.005037085409941846,-0.0017615687750585315,-0.02220382785434966,0.018533739502994712,0.8648135186481352,0.9434329294343292,-0.004223461513806943,-0.008860759493670886,-0.02088607594936709,0.0037974683544303796,0.20427957204279573,0.32404671620750014,-0.03488399208518021
Qwen2.5-7b-instruct,temperature_075,variant4_credibility,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.00010145569620253158,-0.007149150316455695,0.007340205696202528,0.9789021097890211,0.9857475790882452,0.0006880370111063583,-0.0006724861529797016,-0.019766804868474385,0.017822655131476257,0.9443055694430557,0.946905309469053,-0.001764632332930157,-0.0012658227848101266,-0.012658227848101266,0.010126582278481013,0.9081091890810918,0.9758785315498302,-0.005554740204428563
Qwen2.5-7b-instruct,temperature_075,variant5_key_conditions,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.027169699367088605,0.016782949762658227,0.03799798773734177,9.999000099990002e-05,0.0004234870630584001,0.1258731471830872,0.06224622704905225,0.0355610006074575,0.08937077272698384,9.999000099990002e-05,0.0005999400059994001,0.11454485103412038,-0.049367088607594936,-0.06645569620253164,-0.03291139240506329,9.999000099990002e-05,0.0015998400159984002,-0.1445584441841146
Qwen2.5-7b-instruct,temperature_075,variant6_step_by_step_reasoning,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.006326914556962026,-0.002011107594936708,0.014602574762658227,0.127987201279872,0.18616320186163202,0.03798362086933743,0.017648042577566008,-0.004069618723648178,0.03884500616769544,0.10888911108889111,0.19866367793600387,0.040279525323751154,-0.00949367088607595,-0.022151898734177215,0.0031645569620253164,0.17738226177382263,0.29271618292716184,-0.03719692632188368
Qwen2.5-7b-instruct,temperature_075,variant7_uncertainty_language,variant0_neutral_baseline,1579,1580,1579,0,1,1.0,0.9993670886075949,-0.0006329113924050667,0.003319949335022168,-0.0048122783407219755,0.01154059689677011,0.42955704429557046,0.5332432274013977,0.019918690327608703,0.002870387293921798,-0.01751471717828222,0.02334823864042296,0.785021497850215,0.8901031156726847,0.006769035878743254,-0.014566181127295756,-0.02786573780873971,-0.0018841038632047902,0.03519648035196481,0.08308677328988413,-0.055507850198708616
Qwen2.5-7b-instruct,temperature_075,variant8_temporal_anchors,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.0018343670886075956,-0.006187903481012657,0.009909403481012663,0.662033796620338,0.7566100532803862,0.011235712560147595,0.004655434764816958,-0.015968490387736848,0.02592637625542814,0.6598340165983402,0.8052211727979744,0.01095841276954776,-0.0037974683544303796,-0.015822784810126583,0.008227848101265823,0.6097390260973903,0.7378354601514638,-0.0155658894838804
Qwen2.5-7b-instruct,temperature_125,variant1_predicted_event,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.011418132911392409,0.001146857199367092,0.02172069066455696,0.028897110288971104,0.05201479852014799,0.05435690777915171,0.020684384268309985,-0.006259729009647323,0.04690204091553079,0.13638636136386362,0.2338051909094805,0.03797629319401378,-0.02531645569620253,-0.04177215189873418,-0.008860759493670886,0.004199580041995801,0.019056917837628,-0.07604850002050025
Qwen2.5-7b-instruct,temperature_125,variant2_key_attribute,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.0058484810126582295,-0.0041539948575949346,0.016072790348101263,0.24267573242675733,0.3265916399014304,0.02890036365266433,0.009646725095796697,-0.016160154674211363,0.03597446741813953,0.47265273472652736,0.642094281137924,0.018381810882484858,-0.014556962025316455,-0.029746835443037974,0.0012658227848101266,0.08259174082591741,0.15857614238576143,-0.04563530088207292
Qwen2.5-7b-instruct,temperature_125,variant3_reasoning_type,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.003401123417721522,-0.005901765822784808,0.012922068829113917,0.48395160483951605,0.5759424057594241,0.0178729693170619,-0.00394497276373315,-0.02803260236693862,0.019832618768076894,0.7479252074792521,0.875619755097661,-0.008031223512797302,-0.019620253164556962,-0.03481012658227848,-0.004430379746835443,0.014298570142985701,0.04202028776714165,-0.06357459957251423
Qwen2.5-7b-instruct,temperature_125,variant4_credibility,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,-0.0004943037974683537,-0.009483592563291137,0.008478772547468339,0.9125087491250875,0.9385804276715185,-0.0026934346688649038,-0.008699929292281753,-0.032611765620360264,0.015008352892456065,0.47735226477352266,0.6424180011905352,-0.018066423162944396,-0.006329113924050633,-0.02088607594936709,0.007594936708860759,0.43895610438956106,0.5799053122210716,-0.021895312842231198
Qwen2.5-7b-instruct,temperature_125,variant5_key_conditions,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.02444473101265823,0.01291620411392405,0.036010135284810126,9.999000099990002e-05,0.0004234870630584001,0.10399211320962194,0.05261056684458615,0.023365776022183763,0.0826296900819887,0.00039996000399960006,0.0018578787282562067,0.08799945263774117,-0.046202531645569624,-0.06455696202531645,-0.027848101265822784,9.999000099990002e-05,0.0015998400159984002,-0.12388358387366441
Qwen2.5-7b-instruct,temperature_125,variant6_step_by_step_reasoning,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,6.629746835443299e-05,-0.00893595806962025,0.00899804667721519,0.9868013198680132,0.9868013198680132,0.00036055948209144645,-0.0036219968231171336,-0.02809826603708076,0.021121863364772345,0.7627237276272373,0.8811918808119189,-0.0074223662183562815,-0.00569620253164557,-0.020253164556962026,0.008860759493670886,0.48625137486251374,0.6142122629842279,-0.019484626259734825
Qwen2.5-7b-instruct,temperature_125,variant7_uncertainty_language,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.002664477848101267,-0.006743856408227849,0.012144402294303799,0.5746425357464253,0.6727522369714248,0.013966453640455206,-0.0026456059561234166,-0.02694088298074555,0.021505594966263534,0.8341165883411659,0.9168915169551747,-0.005384807930911366,-0.012658227848101266,-0.027848101265822784,0.002531645569620253,0.11788821117888211,0.2095790420957904,-0.04138137145762787
Qwen2.5-7b-instruct,temperature_125,variant8_temporal_anchors,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,-0.0015695886075949353,-0.010694145965189876,0.007313577531645569,0.7384261573842615,0.8125843904159202,-0.008567014266977981,-0.008175362555079327,-0.03144484859940163,0.015284142482050504,0.49875012498750126,0.6574906145749062,-0.0171423035352271,0.0006329113924050633,-0.013291139240506329,0.014556962025316455,1.0,1.0,0.002231686569133596
Qwen2.5-7b-instruct,temperature_175,variant1_predicted_event,variant0_neutral_baseline,1579,1580,1579,0,1,1.0,0.9993670886075949,-0.0006329113924050667,0.009747564914502849,-0.00131388014566181,0.021053208328055722,0.08909109089091091,0.13647996902437418,0.04327460199566204,0.011214098725195139,-0.018284549422217626,0.04014455176833358,0.4537546245375462,0.6222920565086348,0.01919172328434696,-0.0253324889170361,-0.04306523115896137,-0.007599746675110829,0.007099290070992901,0.024934091956657998,-0.0692793525870754
Qwen2.5-7b-instruct,temperature_175,variant2_key_attribute,variant0_neutral_baseline,1579,1580,1579,0,1,1.0,0.9993670886075949,-0.0006329113924050667,0.01605646358454718,0.0041385151203293235,0.02770503620962634,0.0091990800919908,0.0194804049006864,0.06688352275466558,0.03230997038843224,0.0010763099906878177,0.06347942990053257,0.040695930406959305,0.0839230362678018,0.051045674751925035,-0.030398986700443317,-0.04876504116529449,-0.012032932235592146,0.0014998500149985001,0.008999100089991,-0.08094830080793965
Qwen2.5-7b-instruct,temperature_175,variant3_reasoning_type,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.005298200000000004,-0.00530738950949367,0.01587937825949367,0.32216778322167783,0.41055009543293464,0.02478788000726147,-0.0009436224440900998,-0.028099948381681585,0.02683478976633862,0.9457054294570543,0.946905309469053,-0.0016716792588272274,-0.02278481012658228,-0.039873417721518985,-0.005680379746835673,0.011898810118988102,0.037248449068136666,-0.06548103536715541
Qwen2.5-7b-instruct,temperature_175,variant4_credibility,variant0_neutral_baseline,1579,1580,1579,0,1,1.0,0.9993670886075949,-0.0006329113924050667,0.002257910069664346,-0.008408111842938569,0.012679932900569976,0.6695330466953304,0.7591555805049416,0.010566329613103873,-0.004814115642743159,-0.03317029912968226,0.023444924610588575,0.7383261673832616,0.875619755097661,-0.00848406546332232,-0.010766307789740342,-0.02786573780873971,0.005699810006333122,0.22757724227577242,0.3557837764610636,-0.03198275871269825
Qwen2.5-7b-instruct,temperature_175,variant5_key_conditions,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.030566190506329114,0.018388188227848105,0.04290646300632912,9.999000099990002e-05,0.0004234870630584001,0.1214141769231974,0.06613324422576705,0.03441791595201736,0.09768255310274881,9.999000099990002e-05,0.0005999400059994001,0.100870150174636,-0.05443037974683544,-0.07405063291139241,-0.03481012658227848,9.999000099990002e-05,0.0015998400159984002,-0.13643310991408822
Qwen2.5-7b-instruct,temperature_175,variant6_step_by_step_reasoning,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.0101158720445885,-0.0013309177022469431,0.02138548414633612,0.08039196080391961,0.12447787479316585,0.04390845004262787,0.015998209583224808,-0.01403607691735654,0.045990799821895446,0.28887111288871115,0.45214608973885223,0.026026683188108832,-0.021518987341772152,-0.03860759493670886,-0.0037974683544303796,0.017998200179982,0.047995200479952,-0.06057504255348007
Qwen2.5-7b-instruct,temperature_175,variant7_uncertainty_language,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.004165570886075951,-0.006148892325949366,0.014570209620253158,0.4383561643835616,0.5384817450458345,0.019751565142130396,-0.0031198160098635744,-0.030410943956665264,0.023414895465633846,0.8233176682331766,0.9134225039034558,-0.005661224093527518,-0.020253164556962026,-0.03734177215189873,-0.0031645569620253164,0.020497950204979503,0.053667360536673606,-0.05943486088238236
Qwen2.5-7b-instruct,temperature_175,variant8_temporal_anchors,variant0_neutral_baseline,1578,1580,1578,0,2,1.0,0.9987341772151899,-0.0012658227848101333,-0.0004964632446134321,-0.011148113672370083,0.010011837214828895,0.9315068493150684,0.9465532320007436,-0.0022872144890787103,-0.010933708952382494,-0.038766423518599234,0.017170713728857336,0.44245575442455753,0.6185789188071483,-0.019055000407126828,-0.0031685678073510772,-0.020278833967046894,0.013307984790874524,0.7702229777022298,0.8802548316596912,-0.009353164493319624
Qwen2.5-7b-instruct,temperature_200,variant1_predicted_event,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.010204005555555555,-0.001308286872362869,0.021834744789029532,0.07549245075492451,0.11946058141438604,0.04370560959138308,0.014281031161340241,-0.014786934804742701,0.04420949260797199,0.3521647835216478,0.5228013281146112,0.02381495169625438,-0.029746835443037974,-0.04810126582278481,-0.010759493670886076,0.0028997100289971,0.01605993246829163,-0.0786974138340972
Qwen2.5-7b-instruct,temperature_200,variant2_key_attribute,variant0_neutral_baseline,1579,1580,1579,0,1,1.0,0.9993670886075949,-0.0006329113924050667,0.016420371263134764,0.0046039972922671275,0.02831886798606712,0.008099190080991902,0.017889120178891202,0.06766535688409529,0.037213089511660184,0.005996925204939495,0.06915633638513279,0.021497850214978503,0.05074902345830991,0.05833869680157806,-0.032932235592146926,-0.051931602279924,-0.013932868904369854,0.0006999300069993001,0.005599440055994401,-0.08620639977858173
Qwen2.5-7b-instruct,temperature_200,variant3_reasoning_type,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.006164672784810125,-0.005290179525316455,0.017562639382911385,0.29087091290870914,0.38426982989774416,0.026702601012427184,0.0017206267916510096,-0.026647033840271173,0.030254845750593107,0.909009099090091,0.946905309469053,0.0029142529027445557,-0.02721518987341772,-0.046202531645569624,-0.008227848101265823,0.0044995500449955,0.019056917837628,-0.07102608113888308
Qwen2.5-7b-instruct,temperature_200,variant4_credibility,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.012801168987341769,0.0012982033860759463,0.024430361724683537,0.0331966803319668,0.0582966093634539,0.05453959710969302,0.02304445100753104,-0.006705065488640598,0.05277894823384264,0.13258674132586742,0.23003000904728807,0.038234073232699464,-0.02911392405063291,-0.04746835443037975,-0.010126582278481013,0.0032996700329967,0.016969731598268745,-0.07617368240946389
Qwen2.5-7b-instruct,temperature_200,variant5_key_conditions,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.018069684810126583,0.005828020632911393,0.030743120806962017,0.0064993500649935,0.014855657291413714,0.07017420922353908,0.034546133179469016,0.002075473712190485,0.06727893306315078,0.0387961203879612,0.0821564902333296,0.05160248114504652,-0.043037974683544304,-0.06329113924050633,-0.02278481012658228,9.999000099990002e-05,0.0015998400159984002,-0.10504123080919786
Qwen2.5-7b-instruct,temperature_200,variant6_step_by_step_reasoning,variant0_neutral_baseline,1578,1580,1578,0,2,1.0,0.9987341772151899,-0.0012658227848101333,0.005121511881004434,-0.006503611784553231,0.016618332656551802,0.3825617438256174,0.4790338357468601,0.021826437085540138,0.012496016665863804,-0.01774219392663502,0.04276775164040417,0.42705729427057293,0.6029044154408089,0.020069793130804682,-0.009505703422053232,-0.027249683143219267,0.008871989860583017,0.33256674332566744,0.4585598582998843,-0.026120119419348956
Qwen2.5-7b-instruct,temperature_200,variant7_uncertainty_language,variant0_neutral_baseline,1578,1580,1578,0,2,1.0,0.9987341772151899,-0.0012658227848101333,0.00964346958174905,-0.002258426600126745,0.02144971707858048,0.12058794120587941,0.17719044422088404,0.03947977732578498,0.014552219267098947,-0.017288452240190575,0.045215664085895335,0.3571642835716428,0.5248128248399649,0.02314032900811012,-0.031051964512040557,-0.050697084917617236,-0.012040557667934094,0.0025997400259974,0.014974502549745026,-0.07745231502690934
Qwen2.5-7b-instruct,temperature_200,variant8_temporal_anchors,variant0_neutral_baseline,1574,1580,1574,0,6,1.0,0.9962025316455696,-0.0037974683544304,-0.00204510165184244,-0.012804217121982212,0.008533673967598462,0.716928307169283,0.8002920638168741,-0.009204124841700499,-0.011225087236438265,-0.04040111390141276,0.017713093432791756,0.45065493450654937,0.6222920565086348,-0.01916453389355986,-0.0025412960609911056,-0.01905972045743329,0.014612452350698857,0.8246175382461753,0.9197357187358187,-0.007390520402523658
Qwen3-32B,temperature_0,variant1_predicted_event,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.015170506329113924,0.01028504905063291,0.02037653164556962,9.999000099990002e-05,0.0004234870630584001,0.14749644531737455,0.031441316839949794,0.01997023698345382,0.043179811759440204,9.999000099990002e-05,0.0005999400059994001,0.1341353390301653,-0.021518987341772152,-0.03164556962025317,-0.01139240506329114,0.00019998000199980003,0.002215163099074708,-0.10274139539625829
Qwen3-32B,temperature_0,variant2_key_attribute,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.014576392405063292,0.009520517405063293,0.019661917721518984,9.999000099990002e-05,0.0004234870630584001,0.14202013468992375,0.03083687023693858,0.0192703124901872,0.04256722818851993,9.999000099990002e-05,0.0005999400059994001,0.12894681055346796,-0.012025316455696202,-0.02088607594936709,-0.0031645569620253164,0.010298970102989701,0.0337057203370572,-0.06577907793303842
Qwen3-32B,temperature_0,variant3_reasoning_type,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.014864315822784814,0.009505211693037977,0.02028013920886076,9.999000099990002e-05,0.0004234870630584001,0.1358687498336415,0.030878013342025164,0.01846756912326807,0.04317902041428145,9.999000099990002e-05,0.0005999400059994001,0.12309809091459879,-0.024050632911392405,-0.035443037974683546,-0.012658227848101266,0.00019998000199980003,0.002215163099074708,-0.10484638246910269
Qwen3-32B,temperature_0,variant4_credibility,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.0033405531645569644,-0.002811557420886074,0.009576455648734179,0.293970602939706,0.3848342438483424,0.026277966997296776,0.003998711760838906,-0.012412214112287205,0.01996978428811849,0.6301369863013698,0.7926591956188997,0.012385271263821216,0.01708860759493671,0.00569620253164557,0.028481012658227847,0.005599440055994401,0.022355659170925014,0.07299494583566399
Qwen3-32B,temperature_0,variant5_key_conditions,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.01758488544303798,0.012098164224683544,0.02310955890822785,9.999000099990002e-05,0.0004234870630584001,0.15493680224833098,0.035661833346455146,0.02213431331010789,0.04888510512329178,9.999000099990002e-05,0.0005999400059994001,0.13121808815899325,-0.02278481012658228,-0.03354430379746835,-0.012025316455696202,9.999000099990002e-05,0.0015998400159984002,-0.10174883009038554
Qwen3-32B,temperature_0,variant6_step_by_step_reasoning,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.02421418924050633,0.018348275965189873,0.03017154841772152,9.999000099990002e-05,0.0004234870630584001,0.20277347584162672,0.052376513866106186,0.03908640311362646,0.06607681705086298,9.999000099990002e-05,0.0005999400059994001,0.1920133766032365,-0.017721518987341773,-0.02721518987341772,-0.008860759493670886,9.999000099990002e-05,0.0015998400159984002,-0.0945215120781193
Qwen3-32B,temperature_0,variant7_uncertainty_language,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.023522417088607604,0.01644700000000001,0.03075677849683545,9.999000099990002e-05,0.0004234870630584001,0.16354150153302655,0.044683686047777914,0.02707451573590525,0.06163732852747737,9.999000099990002e-05,0.0005999400059994001,0.12773959440576368,-0.015822784810126583,-0.027848101265822784,-0.004430379746835443,0.0096990300969903,0.03248047288294426,-0.06679535583073067
Qwen3-32B,temperature_0,variant8_temporal_anchors,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.011023797468354433,0.006003917721518988,0.016026849683544304,9.999000099990002e-05,0.0004234870630584001,0.10761581618494884,0.022231093229077962,0.0107496337282453,0.03387765929139687,0.00019998000199980003,0.0010284685817132573,0.09497079864737483,0.0037974683544303796,-0.0037974683544303796,0.01139240506329114,0.386961303869613,0.520770352871255,0.0258875730894975
Qwen3-32B,temperature_025,variant1_predicted_event,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.011042005696202534,0.005708220537974685,0.01651275109177215,0.00019998000199980003,0.0007783005483235461,0.10014542708207554,0.022752061377412577,0.010031527322696226,0.03546749253906283,0.0005999400059994001,0.0025409223783504,0.08793210231602053,-0.010759493670886076,-0.021518987341772152,0.0,0.05849415058494151,0.12207474904683444,-0.0501032899453297
Qwen3-32B,temperature_025,variant2_key_attribute,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.01010253164556962,0.004223387658227848,0.015877560126582275,0.00029997000299970003,0.001053553181267239,0.08689456025903024,0.021986808499734646,0.00817642926976869,0.035948494132209255,0.0012998700129987,0.00505895356410305,0.07999166609852733,-0.0018987341772151898,-0.012658227848101266,0.008860759493670886,0.8197180281971803,0.9197357187358187,-0.00859856412857809
Qwen3-32B,temperature_025,variant3_reasoning_type,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.009312353797468356,0.0037047572310126608,0.014738420901898735,0.0011998800119988001,0.0034556544345565442,0.08267821617305934,0.018640148193155747,0.005775097896272028,0.031784656246370634,0.005599440055994401,0.016455497307412116,0.06984897398289534,-0.015189873417721518,-0.02721518987341772,-0.0037974683544303796,0.014798520147985201,0.04261973802619738,-0.06375369127688967
Qwen3-32B,temperature_025,variant4_credibility,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.002034410759493675,-0.004277645158227845,0.008255340300632914,0.5277472252774722,0.6229147577045573,0.016195122326954643,0.0010029120751072528,-0.015145836260895409,0.016722817413070218,0.9062093790620938,0.946905309469053,0.0030999494562158635,0.02278481012658228,0.01139240506329114,0.03417721518987342,9.999000099990002e-05,0.0015998400159984002,0.09809984164561142
Qwen3-32B,temperature_025,variant5_key_conditions,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.01290634113924051,0.006970065822784811,0.018986550300632912,9.999000099990002e-05,0.0004234870630584001,0.10772005723966535,0.02475821749175908,0.010311825580887786,0.03857246935035923,0.00029997000299970003,0.001489506221791614,0.08537046322871018,-0.014556962025316455,-0.026582278481012658,-0.0031645569620253164,0.0163983601639836,0.04541084353103152,-0.06286506525979885
Qwen3-32B,temperature_025,variant6_step_by_step_reasoning,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.019560569620253165,0.013366946202531647,0.02590162025316456,9.999000099990002e-05,0.0004234870630584001,0.15744949761702998,0.041683131161011085,0.027113084325370847,0.05566342415248435,9.999000099990002e-05,0.0005999400059994001,0.14397996891416326,-0.00569620253164557,-0.015822784810126583,0.004430379746835443,0.31826817318268175,0.4508725598028432,-0.028528765997136468
Qwen3-32B,temperature_025,variant7_uncertainty_language,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.021892543670886083,0.014403349351265828,0.029271444889240508,9.999000099990002e-05,0.0004234870630584001,0.14695663735359452,0.042999589326745774,0.024940555852793346,0.06073755409400476,9.999000099990002e-05,0.0005999400059994001,0.11934082105412554,-0.008860759493670886,-0.021518987341772152,0.0031645569620253164,0.1912808719128087,0.3094881523083647,-0.035231534037575625
Qwen3-32B,temperature_025,variant8_temporal_anchors,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.006240000000000001,0.00041256012658228,0.012006224683544304,0.029797020297970205,0.05297248052972481,0.05379041084370566,0.011543301348620087,-0.0017303250869250342,0.025072386669159896,0.09209079092090791,0.17920370125149648,0.042584939644664074,0.012658227848101266,0.0031645569620253164,0.022151898734177215,0.012898710128987101,0.03951945231008814,0.06507385271873259
Qwen3-32B,temperature_075,variant1_predicted_event,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.01650707278481013,0.009082306170886076,0.02390182753164557,9.999000099990002e-05,0.0004234870630584001,0.11103178530492928,0.056389197316559767,0.02380850877285798,0.10562425294306847,9.999000099990002e-05,0.0005999400059994001,0.06654205758451658,-0.027848101265822784,-0.04240506329113924,-0.013291139240506329,0.00019998000199980003,0.002215163099074708,-0.09462018551956519
Qwen3-32B,temperature_075,variant2_key_attribute,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.016583085443037975,0.009499037974683544,0.02351956685126582,9.999000099990002e-05,0.0004234870630584001,0.11547058163802087,0.03665547775614295,0.019399897888128747,0.05364161680820108,0.00019998000199980003,0.0010284685817132573,0.10652196799377124,-0.013924050632911392,-0.027848101265822784,0.0,0.06359364063593641,0.12897865143063159,-0.048963445706715875
