model,temperature_dir,variant,n_expected,n_scored,n_missing,coverage,output_validity_rate,brier_score,brier_ci_low,brier_ci_high,log_loss,log_loss_ci_low,log_loss_ci_high,accuracy,accuracy_ci_low,accuracy_ci_high
Qwen3-32B,temperature_0,variant0_neutral_baseline,1580,1580,0,1.0,1.0,0.19972935506329115,0.1876584651898734,0.21213315476265823,0.5848755181597637,0.5538260012239393,0.615998388654579,0.7227848101265822,0.7,0.7449367088607595
Qwen3-32B,temperature_0,variant1_predicted_event,1580,1580,0,1.0,1.0,0.21489986139240508,0.2026932461867089,0.22697438319620253,0.6163168349997135,0.5868373403468278,0.6465511723000821,0.7012658227848101,0.6791139240506329,0.7240506329113924
Qwen3-32B,temperature_0,variant2_key_attribute,1580,1580,0,1.0,1.0,0.2143057474683544,0.20251022341772154,0.2260831120411392,0.6157123883967023,0.5862812617659803,0.645756778632877,0.7107594936708861,0.6886075949367089,0.7335443037974684
Qwen3-32B,temperature_0,variant3_reasoning_type,1580,1580,0,1.0,1.0,0.21459367088607595,0.20271207278481013,0.22657571202531646,0.6157535315017889,0.5853001527620888,0.6460384190942736,0.6987341772151898,0.6759493670886076,0.7215189873417721
Qwen3-32B,temperature_0,variant4_credibility,1580,1580,0,1.0,1.0,0.2030699082278481,0.19278155257911392,0.21349723696202533,0.5888742299206027,0.5652401843151496,0.613117868322397,0.7398734177215189,0.7177215189873418,0.7613924050632911
Qwen3-32B,temperature_0,variant5_key_conditions,1580,1580,0,1.0,1.0,0.2173142405063291,0.20593468037974685,0.2290860632911392,0.6205373515062188,0.5927379349134027,0.6485640106137432,0.7,0.6778481012658227,0.7221518987341772
Qwen3-32B,temperature_0,variant6_step_by_step_reasoning,1580,1580,0,1.0,1.0,0.22394354430379743,0.21203259651898734,0.2364171313291139,0.6372520320258699,0.6071286145527262,0.6685203809562414,0.7050632911392405,0.6822784810126582,0.7278481012658228
Qwen3-32B,temperature_0,variant7_uncertainty_language,1580,1580,0,1.0,1.0,0.22325177215189873,0.2125644272151899,0.23385042721518987,0.6295592042075416,0.6044780574956985,0.6547666917912038,0.7069620253164557,0.6835443037974683,0.729746835443038
Qwen3-32B,temperature_0,variant8_temporal_anchors,1580,1580,0,1.0,1.0,0.21075315253164556,0.19880605952531646,0.2228843094778481,0.6071066113888417,0.5783064685529685,0.6377669677120748,0.7265822784810126,0.7044303797468354,0.7487341772151899
Qwen3-32B,temperature_025,variant0_neutral_baseline,1580,1580,0,1.0,1.0,0.20376884873417722,0.19149234463607595,0.21613635412974683,0.5933086038950321,0.5624388947122184,0.6251584098497717,0.7132911392405064,0.6905063291139241,0.7360759493670886
Qwen3-32B,temperature_025,variant1_predicted_event,1580,1580,0,1.0,1.0,0.21481085443037973,0.2028179186708861,0.22696548068037975,0.6160606652724445,0.5864277572743762,0.6466560688451798,0.7025316455696202,0.6797468354430379,0.7253164556962025
Qwen3-32B,temperature_025,variant2_key_attribute,1580,1580,0,1.0,1.0,0.21387138037974684,0.20214436174050635,0.22590266742088608,0.6152954123947666,0.5855886781178388,0.6451306152589131,0.7113924050632912,0.6892405063291139,0.7335443037974684
Qwen3-32B,temperature_025,variant3_reasoning_type,1580,1580,0,1.0,1.0,0.21308120253164559,0.20141300158227846,0.22517735284810125,0.6119487520881877,0.5823157617344815,0.6417101794906666,0.6981012658227848,0.6746835443037975,0.720886075949367
Qwen3-32B,temperature_025,variant4_credibility,1580,1580,0,1.0,1.0,0.20580325949367093,0.1953109537183544,0.21599096123417721,0.5943115159701393,0.5702424056114963,0.6187805842401191,0.7360759493670886,0.7139240506329114,0.7575949367088608
Qwen3-32B,temperature_025,variant5_key_conditions,1580,1580,0,1.0,1.0,0.21667518987341772,0.20536339556962024,0.228082792721519,0.6180668213867911,0.5902133935431764,0.6461377160115193,0.6987341772151898,0.6753164556962026,0.720886075949367
Qwen3-32B,temperature_025,variant6_step_by_step_reasoning,1580,1580,0,1.0,1.0,0.22332941835443038,0.2110939645411392,0.23540958037974685,0.6349917350560432,0.6036313827932936,0.6661292159647167,0.7075949367088608,0.6854430379746835,0.729746835443038
Qwen3-32B,temperature_025,variant7_uncertainty_language,1580,1580,0,1.0,1.0,0.22566139240506328,0.21475472626582276,0.2364220158227848,0.6363081932217778,0.6109252688329647,0.6622112998604511,0.7044303797468354,0.6822784810126582,0.7265822784810126
Qwen3-32B,temperature_025,variant8_temporal_anchors,1580,1580,0,1.0,1.0,0.21000884873417722,0.19809022348101263,0.2221606923892405,0.6048519052436522,0.5759932791312157,0.6350156436126246,0.7259493670886076,0.7037974683544304,0.7481012658227848
Qwen3-32B,temperature_075,variant0_neutral_baseline,1580,1580,0,1.0,1.0,0.2062239911392405,0.19410107465189871,0.21836406604430375,0.5980754726185108,0.5673243034277395,0.6300932433405878,0.7221518987341772,0.7,0.7443037974683544
Qwen3-32B,temperature_075,variant1_predicted_event,1580,1580,0,1.0,1.0,0.22273106392405062,0.21075720221518987,0.23487712153481013,0.6544646699350707,0.6100752951178959,0.7115441779054982,0.6943037974683545,0.6715189873417722,0.7164556962025317
Qwen3-32B,temperature_075,variant2_key_attribute,1580,1580,0,1.0,1.0,0.22280707658227847,0.21096634587025317,0.23500952939873412,0.6347309503746539,0.6047269090323611,0.6649237706396599,0.7082278481012658,0.6854430379746835,0.7310126582278481
Qwen3-32B,temperature_075,variant3_reasoning_type,1580,1580,0,1.0,1.0,0.21821664556962023,0.2063392863924051,0.2303301977848101,0.6236971182382953,0.5946517827965736,0.6536753519740784,0.6955696202531646,0.6721518987341772,0.7183544303797469
Qwen3-32B,temperature_075,variant4_credibility,1580,1580,0,1.0,1.0,0.20575650696202533,0.19549723020569618,0.21636143531645569,0.5958860014524872,0.5711203718074439,0.6205933256527129,0.7348101265822785,0.7132911392405064,0.7569620253164557
Qwen3-32B,temperature_075,variant5_key_conditions,1580,1580,0,1.0,1.0,0.22285588607594936,0.21132188924050632,0.23467267721518986,0.6323406221030331,0.6040572056710698,0.660453244821201,0.7012658227848101,0.6791139240506329,0.7234177215189873
Qwen3-32B,temperature_075,variant6_step_by_step_reasoning,1580,1580,0,1.0,1.0,0.22377550632911392,0.21194617721518985,0.23601765506329114,0.6346133504881798,0.6042578902913655,0.665521260258691,0.7018987341772152,0.6791139240506329,0.7240506329113924
Qwen3-32B,temperature_075,variant7_uncertainty_language,1580,1580,0,1.0,1.0,0.23255993670886077,0.2219774936708861,0.24357132278481014,0.6511440780163289,0.626006380664502,0.6766212174213468,0.6924050632911393,0.6696044303797468,0.7151898734177216
Qwen3-32B,temperature_075,variant8_temporal_anchors,1580,1580,0,1.0,1.0,0.21373049430379745,0.20176209180379748,0.22582205571202532,0.6126417280945063,0.5836282997738063,0.6425507226399643,0.7259493670886076,0.7031645569620253,0.7474683544303797
Qwen3-32B,temperature_125,variant0_neutral_baseline,1580,1580,0,1.0,1.0,0.2093425670886076,0.19736060634493668,0.22150203213607594,0.6058821781556325,0.5751575541765559,0.636911635468471,0.7037974683544304,0.6810126582278481,0.7265822784810126
Qwen3-32B,temperature_125,variant1_predicted_event,1580,1580,0,1.0,1.0,0.22168824367088608,0.2095907068829114,0.2337999422468354,0.6309333480522844,0.6011814929766076,0.6608837623870284,0.6993670886075949,0.6765822784810127,0.7215189873417721
Qwen3-32B,temperature_125,variant2_key_attribute,1580,1580,0,1.0,1.0,0.22408379746835444,0.21228330379746835,0.23612002689873418,0.6366289034472902,0.6076246317632913,0.6667209953478628,0.6911392405063291,0.6689873417721519,0.7132911392405064
Qwen3-32B,temperature_125,variant3_reasoning_type,1580,1580,0,1.0,1.0,0.22380748354430377,0.2121613733544304,0.23566707753164556,0.6351744644414554,0.6067143861112761,0.6660804764396834,0.6943037974683545,0.6715189873417722,0.7164556962025317
Qwen3-32B,temperature_125,variant4_credibility,1580,1580,0,1.0,1.0,0.21260151898734175,0.2022607163765823,0.22314743037974685,0.6093745288176591,0.5851379953980458,0.6343234113492536,0.729746835443038,0.7075949367088608,0.7518987341772152
Qwen3-32B,temperature_125,variant5_key_conditions,1580,1580,0,1.0,1.0,0.22827,0.21639815031645568,0.24005743354430378,0.648784057201548,0.6201969267193841,0.6789884215538478,0.6841772151898734,0.6613924050632911,0.7075949367088608
Qwen3-32B,temperature_125,variant6_step_by_step_reasoning,1580,1580,0,1.0,1.0,0.22811615126582274,0.21588326218354428,0.24049160789556961,0.6663365938453795,0.6216139753067161,0.7254517034918229,0.7063291139240506,0.6841772151898734,0.7284810126582278
Qwen3-32B,temperature_125,variant7_uncertainty_language,1580,1580,0,1.0,1.0,0.23595063291139243,0.22528788924050636,0.24684425949367092,0.6590236944407353,0.6331028776733256,0.6848978958374506,0.6879746835443038,0.6651898734177215,0.7113924050632912
Qwen3-32B,temperature_125,variant8_temporal_anchors,1580,1580,0,1.0,1.0,0.22508012658227847,0.2132508955696202,0.23720332753164555,0.6384860165837748,0.6084750771646832,0.668577074081309,0.7025316455696202,0.680379746835443,0.7246835443037974
Qwen3-32B,temperature_175,variant0_neutral_baseline,1580,1580,0,1.0,1.0,0.21219304762658225,0.20059664500791136,0.22439480753560126,0.6305865613711377,0.5859578486575356,0.6874828726712774,0.710126582278481,0.6879746835443038,0.7322784810126582
Qwen3-32B,temperature_175,variant1_predicted_event,1580,1580,0,1.0,1.0,0.23500481265822784,0.22304464208860758,0.24725203615506325,0.6861420246302302,0.6408699187061014,0.7441150721476633,0.6810126582278481,0.6575949367088607,0.7031645569620253
Qwen3-32B,temperature_175,variant2_key_attribute,1580,1580,0,1.0,1.0,0.23093722784810125,0.2188756311550633,0.24296901726265824,0.6927490647798535,0.6352146056890638,0.765868845192365,0.6917721518987342,0.6689873417721519,0.7139240506329114
Qwen3-32B,temperature_175,variant3_reasoning_type,1580,1580,0,1.0,1.0,0.22851823167088606,0.21669584624303798,0.24052636236772154,0.6460145441221133,0.6175741865633292,0.6758442417504148,0.6867088607594937,0.6639240506329114,0.709493670886076
Qwen3-32B,temperature_175,variant4_credibility,1580,1580,0,1.0,1.0,0.2185686006329114,0.2078900826107595,0.22924625416139238,0.6238510087172654,0.598426385888004,0.6493309756308254,0.7177215189873418,0.6955696202531646,0.7398734177215189
Qwen3-32B,temperature_175,variant5_key_conditions,1580,1580,0,1.0,1.0,0.2276880246835443,0.21560144569620254,0.23953573466772154,0.6650672983200006,0.6218934194887993,0.7240061354913306,0.6892405063291139,0.6664556962025316,0.7113924050632912
Qwen3-32B,temperature_175,variant6_step_by_step_reasoning,1580,1580,0,1.0,1.0,0.2391299740506329,0.22701201425632905,0.25140675411392405,0.6725746223362955,0.6430184283091371,0.7042107735381418,0.6765822784810127,0.6537974683544304,0.6993670886075949
Qwen3-32B,temperature_175,variant7_uncertainty_language,1580,1571,9,0.9943037974683544,0.9943037974683544,0.2355221833227244,0.22418906866645447,0.24623548894016548,0.658820545159631,0.6326250333993707,0.6852394155743041,0.6950986632718014,0.6721833227243794,0.717377466581795
Qwen3-32B,temperature_175,variant8_temporal_anchors,1580,1580,0,1.0,1.0,0.23183290126582276,0.21977204802215186,0.24393552441455696,0.6976896175030103,0.6399772839911242,0.7707690641234065,0.6848101265822785,0.6613924050632911,0.7069620253164557
Qwen3-32B,temperature_200,variant0_neutral_baseline,1580,1577,3,0.9981012658227848,0.9981012658227848,0.21795090424857325,0.20602041702599874,0.23050663928344955,0.6852974792103369,0.6152037445843371,0.7729106980429928,0.7152821813570069,0.6930881420418517,0.7374762206721623
Qwen3-32B,temperature_200,variant1_predicted_event,1580,1579,1,0.9993670886075949,0.9993670886075949,0.23388348770126605,0.22173128508029488,0.24627096664980566,0.6614170593667497,0.6307699488857944,0.6929917131514485,0.6915769474350855,0.668777707409753,0.714376187460418
Qwen3-32B,temperature_200,variant2_key_attribute,1580,1580,0,1.0,1.0,0.23626951806897975,0.22403565428019792,0.2487097478164557,0.6877868014856728,0.6432023184032547,0.7465946691850408,0.6765822784810127,0.6537974683544304,0.6993670886075949
Qwen3-32B,temperature_200,variant3_reasoning_type,1580,1580,0,1.0,1.0,0.22712358670886076,0.21517461128164556,0.23932853465189874,0.6646520367317473,0.620317667957395,0.7233916542400115,0.6829113924050633,0.6594936708860759,0.7056962025316456
Qwen3-32B,temperature_200,variant4_credibility,1580,1575,5,0.9968354430379747,0.9968354430379747,0.2194195626984127,0.20894793372619047,0.23042288083333332,0.6277162199307005,0.602162387353004,0.6538469171665321,0.7225396825396826,0.7003174603174603,0.7447619047619047
Qwen3-32B,temperature_200,variant5_key_conditions,1580,1580,0,1.0,1.0,0.24016705126582277,0.2286392655537975,0.2521356542405063,0.6963942101793593,0.6534263039175662,0.7532588996084362,0.6715189873417722,0.6487341772151899,0.6943037974683545
Qwen3-32B,temperature_200,variant6_step_by_step_reasoning,1580,1578,2,0.9987341772151899,0.9987341772151899,0.24433870138149555,0.23169466379388468,0.25695102891999366,0.7238061408604154,0.6658376435111357,0.7991410334839666,0.6768060836501901,0.6539923954372624,0.6996197718631179
Qwen3-32B,temperature_200,variant7_uncertainty_language,1580,1558,22,0.9860759493670886,0.9860759493670886,0.2390082599486521,0.22790042243260591,0.2501760633664955,0.6882445551591433,0.6470347218407919,0.7454400849102758,0.6925545571245186,0.6694319640564826,0.7156611039794608
Qwen3-32B,temperature_200,variant8_temporal_anchors,1580,1576,4,0.9974683544303797,0.9974683544303797,0.23002999610558372,0.21797570210758885,0.24186723625251272,0.6913544905001847,0.6339975816232472,0.7656995235266806,0.7074873096446701,0.6852791878172588,0.7296954314720813
