original_id,perturbation_id,perturbation_type,baseline_answer,perturbed_answer,baseline_confidence,perturbed_confidence,baseline_p_yes,perturbed_p_yes,delta_p_yes,abs_delta_p_yes,answer_flipped
38963,3896303,actor_date_swap,no,no,0.2,0.8,0.8,0.19999999999999996,-0.6000000000000001,0.6000000000000001,0
38963,3896304,criterion_swap,no,no,0.2,0.85,0.8,0.15000000000000002,-0.65,0.65,0
39081,3908101,evidence_masking,no,no,0.86,0.9,0.14,0.09999999999999998,-0.040000000000000036,0.040000000000000036,0
39081,3908102,contradiction,no,no,0.86,0.95,0.14,0.050000000000000044,-0.08999999999999997,0.08999999999999997,0
39081,3908103,actor_date_swap,no,no,0.86,0.62,0.14,0.38,0.24,0.24,0
39081,3908104,criterion_swap,no,no,0.86,0.92,0.14,0.07999999999999996,-0.06000000000000005,0.06000000000000005,0
39191,3919101,evidence_masking,yes,yes,0.86,0.9,0.86,0.9,0.040000000000000036,0.040000000000000036,0
39191,3919102,contradiction,yes,yes,0.86,0.93,0.86,0.93,0.07000000000000006,0.07000000000000006,0
39191,3919103,actor_date_swap,yes,yes,0.86,0.55,0.86,0.55,-0.30999999999999994,0.30999999999999994,0
39191,3919104,criterion_swap,yes,no,0.86,0.9,0.86,0.09999999999999998,-0.76,0.76,1
39208,3920801,evidence_masking,no,no,0.78,0.72,0.21999999999999997,0.28,0.06000000000000005,0.06000000000000005,0
39208,3920802,contradiction,no,no,0.78,0.73,0.21999999999999997,0.27,0.050000000000000044,0.050000000000000044,0
39208,3920803,actor_date_swap,no,no,0.78,0.71,0.21999999999999997,0.29000000000000004,0.07000000000000006,0.07000000000000006,0
39208,3920804,criterion_swap,no,no,0.78,0.95,0.21999999999999997,0.050000000000000044,-0.16999999999999993,0.16999999999999993,0
39358,3935801,evidence_masking,no,no,0.81,0.85,0.18999999999999995,0.15000000000000002,-0.039999999999999925,0.039999999999999925,0
39358,3935802,contradiction,no,no,0.81,0.85,0.18999999999999995,0.15000000000000002,-0.039999999999999925,0.039999999999999925,0
39358,3935803,actor_date_swap,no,no,0.81,0.0,0.18999999999999995,1.0,0.81,0.81,0
39358,3935804,criterion_swap,no,no,0.81,0.9,0.18999999999999995,0.09999999999999998,-0.08999999999999997,0.08999999999999997,0
39372,3937201,evidence_masking,no,no,0.78,0.95,0.21999999999999997,0.050000000000000044,-0.16999999999999993,0.16999999999999993,0
39372,3937202,contradiction,no,no,0.78,0.9,0.21999999999999997,0.09999999999999998,-0.12,0.12,0
39372,3937203,actor_date_swap,no,no,0.78,0.86,0.21999999999999997,0.14,-0.07999999999999996,0.07999999999999996,0
39372,3937204,criterion_swap,no,no,0.78,0.9,0.21999999999999997,0.09999999999999998,-0.12,0.12,0
39379,3937901,evidence_masking,yes,no,0.78,0.66,0.78,0.33999999999999997,-0.44000000000000006,0.44000000000000006,1
39379,3937902,contradiction,yes,yes,0.78,0.78,0.78,0.78,0.0,0.0,0
39379,3937903,actor_date_swap,yes,yes,0.78,0.7,0.78,0.7,-0.08000000000000007,0.08000000000000007,0
39379,3937904,criterion_swap,yes,yes,0.78,0.75,0.78,0.75,-0.030000000000000027,0.030000000000000027,0
39405,3940501,evidence_masking,no,no,0.78,0.85,0.21999999999999997,0.15000000000000002,-0.06999999999999995,0.06999999999999995,0
39405,3940502,contradiction,no,no,0.78,0.9,0.21999999999999997,0.09999999999999998,-0.12,0.12,0
39405,3940503,actor_date_swap,no,no,0.78,0.85,0.21999999999999997,0.15000000000000002,-0.06999999999999995,0.06999999999999995,0
39405,3940504,criterion_swap,no,no,0.78,0.9,0.21999999999999997,0.09999999999999998,-0.12,0.12,0
39458,3945801,evidence_masking,no,no,0.78,0.9,0.21999999999999997,0.09999999999999998,-0.12,0.12,0
39458,3945802,contradiction,no,no,0.78,0.86,0.21999999999999997,0.14,-0.07999999999999996,0.07999999999999996,0
39458,3945803,actor_date_swap,no,no,0.78,0.15,0.21999999999999997,0.85,0.63,0.63,0
39458,3945804,criterion_swap,no,no,0.78,0.86,0.21999999999999997,0.14,-0.07999999999999996,0.07999999999999996,0
39476,3947601,evidence_masking,no,yes,0.35,0.55,0.65,0.55,-0.09999999999999998,0.09999999999999998,1
39476,3947602,contradiction,no,no,0.35,0.65,0.65,0.35,-0.30000000000000004,0.30000000000000004,0
39476,3947603,actor_date_swap,no,no,0.35,0.62,0.65,0.38,-0.27,0.27,0
39476,3947604,criterion_swap,no,yes,0.35,0.62,0.65,0.62,-0.030000000000000027,0.030000000000000027,1
39477,3947701,evidence_masking,no,no,0.66,0.15,0.33999999999999997,0.85,0.51,0.51,0
39477,3947702,contradiction,no,no,0.66,0.9,0.33999999999999997,0.09999999999999998,-0.24,0.24,0
39477,3947703,actor_date_swap,no,no,0.66,0.82,0.33999999999999997,0.18000000000000005,-0.15999999999999992,0.15999999999999992,0
39477,3947704,criterion_swap,no,no,0.66,0.15,0.33999999999999997,0.85,0.51,0.51,0
39500,3950001,evidence_masking,no,no,0.75,0.85,0.25,0.15000000000000002,-0.09999999999999998,0.09999999999999998,0
39500,3950002,contradiction,no,no,0.75,0.86,0.25,0.14,-0.10999999999999999,0.10999999999999999,0
39500,3950003,actor_date_swap,no,no,0.75,0.8,0.25,0.19999999999999996,-0.050000000000000044,0.050000000000000044,0
39500,3950004,criterion_swap,no,no,0.75,0.9,0.25,0.09999999999999998,-0.15000000000000002,0.15000000000000002,0
39523,3952301,evidence_masking,no,no,0.35,0.85,0.65,0.15000000000000002,-0.5,0.5,0
39523,3952302,contradiction,no,no,0.35,0.81,0.65,0.18999999999999995,-0.4600000000000001,0.4600000000000001,0
39523,3952303,actor_date_swap,no,yes,0.35,0.35,0.65,0.35,-0.30000000000000004,0.30000000000000004,1
39523,3952304,criterion_swap,no,no,0.35,0.85,0.65,0.15000000000000002,-0.5,0.5,0
39560,3956001,evidence_masking,yes,yes,0.78,0.9,0.78,0.9,0.12,0.12,0
39560,3956002,contradiction,yes,yes,0.78,0.95,0.78,0.95,0.16999999999999993,0.16999999999999993,0
39560,3956003,actor_date_swap,yes,yes,0.78,0.7,0.78,0.7,-0.08000000000000007,0.08000000000000007,0
39560,3956004,criterion_swap,yes,no,0.78,0.8,0.78,0.19999999999999996,-0.5800000000000001,0.5800000000000001,1
39577,3957701,evidence_masking,no,no,0.62,0.9,0.38,0.09999999999999998,-0.28,0.28,0
39577,3957702,contradiction,no,no,0.62,0.9,0.38,0.09999999999999998,-0.28,0.28,0
39577,3957703,actor_date_swap,no,yes,0.62,0.75,0.38,0.75,0.37,0.37,1
39577,3957704,criterion_swap,no,no,0.62,0.95,0.38,0.050000000000000044,-0.32999999999999996,0.32999999999999996,0
39586,3958601,evidence_masking,no,no,0.45,0.55,0.55,0.44999999999999996,-0.10000000000000009,0.10000000000000009,0
39586,3958602,contradiction,no,no,0.45,0.75,0.55,0.25,-0.30000000000000004,0.30000000000000004,0
39586,3958603,actor_date_swap,no,yes,0.45,0.62,0.55,0.62,0.06999999999999995,0.06999999999999995,1
39586,3958604,criterion_swap,no,no,0.45,0.8,0.55,0.19999999999999996,-0.3500000000000001,0.3500000000000001,0
39588,3958801,evidence_masking,no,no,0.65,0.97,0.35,0.030000000000000027,-0.31999999999999995,0.31999999999999995,0
39588,3958802,contradiction,no,no,0.65,0.95,0.35,0.050000000000000044,-0.29999999999999993,0.29999999999999993,0
39588,3958803,actor_date_swap,no,no,0.65,0.9,0.35,0.09999999999999998,-0.25,0.25,0
39588,3958804,criterion_swap,no,no,0.65,0.9,0.35,0.09999999999999998,-0.25,0.25,0
39590,3959001,evidence_masking,no,no,0.55,0.2,0.44999999999999996,0.8,0.3500000000000001,0.3500000000000001,0
39590,3959002,contradiction,no,no,0.55,0.66,0.44999999999999996,0.33999999999999997,-0.10999999999999999,0.10999999999999999,0
39590,3959003,actor_date_swap,no,no,0.55,0.88,0.44999999999999996,0.12,-0.32999999999999996,0.32999999999999996,0
39590,3959004,criterion_swap,no,no,0.55,0.9,0.44999999999999996,0.09999999999999998,-0.35,0.35,0
39603,3960301,evidence_masking,no,no,0.78,0.9,0.21999999999999997,0.09999999999999998,-0.12,0.12,0
39603,3960302,contradiction,no,no,0.78,0.9,0.21999999999999997,0.09999999999999998,-0.12,0.12,0
39603,3960303,actor_date_swap,no,no,0.78,0.9,0.21999999999999997,0.09999999999999998,-0.12,0.12,0
39603,3960304,criterion_swap,no,no,0.78,0.9,0.21999999999999997,0.09999999999999998,-0.12,0.12,0
39605,3960501,evidence_masking,no,no,0.17,0.86,0.83,0.14,-0.69,0.69,0
39605,3960502,contradiction,no,no,0.17,0.9,0.83,0.09999999999999998,-0.73,0.73,0
39605,3960503,actor_date_swap,no,no,0.17,0.09,0.83,0.91,0.08000000000000007,0.08000000000000007,0
39605,3960504,criterion_swap,no,no,0.17,0.12,0.83,0.88,0.050000000000000044,0.050000000000000044,0
39623,3962301,evidence_masking,no,no,0.78,0.86,0.21999999999999997,0.14,-0.07999999999999996,0.07999999999999996,0
39623,3962302,contradiction,no,no,0.78,0.9,0.21999999999999997,0.09999999999999998,-0.12,0.12,0
39623,3962303,actor_date_swap,no,no,0.78,0.85,0.21999999999999997,0.15000000000000002,-0.06999999999999995,0.06999999999999995,0
39623,3962304,criterion_swap,no,no,0.78,0.9,0.21999999999999997,0.09999999999999998,-0.12,0.12,0
39679,3967902,contradiction,no,no,0.5,0.65,0.5,0.35,-0.15000000000000002,0.15000000000000002,0
39679,3967903,actor_date_swap,no,no,0.5,0.7,0.5,0.30000000000000004,-0.19999999999999996,0.19999999999999996,0
39679,3967904,criterion_swap,no,no,0.5,0.8,0.5,0.19999999999999996,-0.30000000000000004,0.30000000000000004,0
39770,3977001,evidence_masking,no,no,0.86,0.95,0.14,0.050000000000000044,-0.08999999999999997,0.08999999999999997,0
39770,3977002,contradiction,no,no,0.86,0.94,0.14,0.06000000000000005,-0.07999999999999996,0.07999999999999996,0
39770,3977003,actor_date_swap,no,yes,0.86,0.85,0.14,0.85,0.71,0.71,1
39770,3977004,criterion_swap,no,no,0.86,0.95,0.14,0.050000000000000044,-0.08999999999999997,0.08999999999999997,0
39891,3989101,evidence_masking,yes,yes,0.88,0.92,0.88,0.92,0.040000000000000036,0.040000000000000036,0
39891,3989102,contradiction,yes,yes,0.88,0.85,0.88,0.85,-0.030000000000000027,0.030000000000000027,0
39891,3989103,actor_date_swap,yes,yes,0.88,0.9,0.88,0.9,0.020000000000000018,0.020000000000000018,0
39891,3989104,criterion_swap,yes,no,0.88,0.9,0.88,0.09999999999999998,-0.78,0.78,1
39937,3993701,evidence_masking,yes,yes,0.86,0.95,0.86,0.95,0.08999999999999997,0.08999999999999997,0
39937,3993702,contradiction,yes,yes,0.86,0.9,0.86,0.9,0.040000000000000036,0.040000000000000036,0
39937,3993703,actor_date_swap,yes,yes,0.86,0.6,0.86,0.6,-0.26,0.26,0
39937,3993704,criterion_swap,yes,no,0.86,0.95,0.86,0.050000000000000044,-0.8099999999999999,0.8099999999999999,1
39957,3995701,evidence_masking,no,no,0.65,0.9,0.35,0.09999999999999998,-0.25,0.25,0
39957,3995702,contradiction,no,no,0.65,0.85,0.35,0.15000000000000002,-0.19999999999999996,0.19999999999999996,0
39957,3995703,actor_date_swap,no,yes,0.65,0.55,0.35,0.55,0.20000000000000007,0.20000000000000007,1
39957,3995704,criterion_swap,no,no,0.65,0.95,0.35,0.050000000000000044,-0.29999999999999993,0.29999999999999993,0
40011,4001101,evidence_masking,yes,yes,0.86,0.86,0.86,0.86,0.0,0.0,0
40011,4001102,contradiction,yes,yes,0.86,0.9,0.86,0.9,0.040000000000000036,0.040000000000000036,0
40011,4001103,actor_date_swap,yes,yes,0.86,0.96,0.86,0.96,0.09999999999999998,0.09999999999999998,0
40011,4001104,criterion_swap,yes,no,0.86,0.85,0.86,0.15000000000000002,-0.71,0.71,1
40202,4020201,evidence_masking,no,no,0.81,0.9,0.18999999999999995,0.09999999999999998,-0.08999999999999997,0.08999999999999997,0
40202,4020202,contradiction,no,no,0.81,0.9,0.18999999999999995,0.09999999999999998,-0.08999999999999997,0.08999999999999997,0
40202,4020203,actor_date_swap,no,no,0.81,0.8,0.18999999999999995,0.19999999999999996,0.010000000000000009,0.010000000000000009,0
40202,4020204,criterion_swap,no,no,0.81,0.95,0.18999999999999995,0.050000000000000044,-0.1399999999999999,0.1399999999999999,0
40219,4021901,evidence_masking,no,no,0.86,0.9,0.14,0.09999999999999998,-0.040000000000000036,0.040000000000000036,0
40219,4021902,contradiction,no,no,0.86,0.9,0.14,0.09999999999999998,-0.040000000000000036,0.040000000000000036,0
40219,4021903,actor_date_swap,no,yes,0.86,0.7,0.14,0.7,0.5599999999999999,0.5599999999999999,1
40219,4021904,criterion_swap,no,no,0.86,0.85,0.14,0.15000000000000002,0.010000000000000009,0.010000000000000009,0
40351,4035101,evidence_masking,yes,yes,0.78,0.96,0.78,0.96,0.17999999999999994,0.17999999999999994,0
40351,4035102,contradiction,yes,yes,0.78,0.85,0.78,0.85,0.06999999999999995,0.06999999999999995,0
40351,4035103,actor_date_swap,yes,yes,0.78,0.6,0.78,0.6,-0.18000000000000005,0.18000000000000005,0
40351,4035104,criterion_swap,yes,no,0.78,0.85,0.78,0.15000000000000002,-0.63,0.63,1
40434,4043401,evidence_masking,yes,yes,0.86,0.85,0.86,0.85,-0.010000000000000009,0.010000000000000009,0
40434,4043402,contradiction,yes,yes,0.86,0.86,0.86,0.86,0.0,0.0,0
40434,4043403,actor_date_swap,yes,yes,0.86,0.9,0.86,0.9,0.040000000000000036,0.040000000000000036,0
40434,4043404,criterion_swap,yes,yes,0.86,0.9,0.86,0.9,0.040000000000000036,0.040000000000000036,0
40488,4048801,evidence_masking,no,no,0.78,0.9,0.21999999999999997,0.09999999999999998,-0.12,0.12,0
40488,4048802,contradiction,no,no,0.78,0.9,0.21999999999999997,0.09999999999999998,-0.12,0.12,0
40488,4048803,actor_date_swap,no,yes,0.78,0.58,0.21999999999999997,0.58,0.36,0.36,1
40488,4048804,criterion_swap,no,no,0.78,0.9,0.21999999999999997,0.09999999999999998,-0.12,0.12,0
40517,4051701,evidence_masking,no,no,0.62,0.96,0.38,0.040000000000000036,-0.33999999999999997,0.33999999999999997,0
40517,4051702,contradiction,no,no,0.62,0.94,0.38,0.06000000000000005,-0.31999999999999995,0.31999999999999995,0
40517,4051703,actor_date_swap,no,yes,0.62,0.6,0.38,0.6,0.21999999999999997,0.21999999999999997,1
40517,4051704,criterion_swap,no,no,0.62,0.92,0.38,0.07999999999999996,-0.30000000000000004,0.30000000000000004,0
40639,4063901,evidence_masking,no,no,0.71,0.85,0.29000000000000004,0.15000000000000002,-0.14,0.14,0
40639,4063902,contradiction,no,no,0.71,0.85,0.29000000000000004,0.15000000000000002,-0.14,0.14,0
40639,4063903,actor_date_swap,no,no,0.71,0.92,0.29000000000000004,0.07999999999999996,-0.21000000000000008,0.21000000000000008,0
40639,4063904,criterion_swap,no,no,0.71,0.15,0.29000000000000004,0.85,0.5599999999999999,0.5599999999999999,0
40825,4082501,evidence_masking,no,no,0.62,0.86,0.38,0.14,-0.24,0.24,0
40825,4082502,contradiction,no,no,0.62,0.9,0.38,0.09999999999999998,-0.28,0.28,0
40825,4082503,actor_date_swap,no,yes,0.62,0.6,0.38,0.6,0.21999999999999997,0.21999999999999997,1
40825,4082504,criterion_swap,no,no,0.62,0.9,0.38,0.09999999999999998,-0.28,0.28,0
40846,4084601,evidence_masking,yes,yes,0.78,0.9,0.78,0.9,0.12,0.12,0
40846,4084602,contradiction,yes,yes,0.78,0.95,0.78,0.95,0.16999999999999993,0.16999999999999993,0
40846,4084603,actor_date_swap,yes,yes,0.78,0.62,0.78,0.62,-0.16000000000000003,0.16000000000000003,0
40846,4084604,criterion_swap,yes,no,0.78,0.9,0.78,0.09999999999999998,-0.68,0.68,1
41030,4103001,evidence_masking,yes,yes,0.78,0.82,0.78,0.82,0.039999999999999925,0.039999999999999925,0
41030,4103002,contradiction,yes,yes,0.78,0.95,0.78,0.95,0.16999999999999993,0.16999999999999993,0
41030,4103003,actor_date_swap,yes,yes,0.78,0.62,0.78,0.62,-0.16000000000000003,0.16000000000000003,0
41030,4103004,criterion_swap,yes,no,0.78,0.9,0.78,0.09999999999999998,-0.68,0.68,1
41355,4135502,contradiction,no,no,0.65,0.8,0.35,0.19999999999999996,-0.15000000000000002,0.15000000000000002,0
41355,4135503,actor_date_swap,no,no,0.65,0.65,0.35,0.35,0.0,0.0,0
41355,4135504,criterion_swap,no,no,0.65,0.85,0.35,0.15000000000000002,-0.19999999999999996,0.19999999999999996,0
41640,4164001,evidence_masking,no,no,0.86,0.97,0.14,0.030000000000000027,-0.10999999999999999,0.10999999999999999,0
41640,4164002,contradiction,no,no,0.86,0.9,0.14,0.09999999999999998,-0.040000000000000036,0.040000000000000036,0
41640,4164003,actor_date_swap,no,yes,0.86,0.68,0.14,0.68,0.54,0.54,1
41640,4164004,criterion_swap,no,no,0.86,0.96,0.14,0.040000000000000036,-0.09999999999999998,0.09999999999999998,0
41956,4195601,evidence_masking,yes,yes,0.78,0.97,0.78,0.97,0.18999999999999995,0.18999999999999995,0
41956,4195602,contradiction,yes,yes,0.78,0.93,0.78,0.93,0.15000000000000002,0.15000000000000002,0
41956,4195603,actor_date_swap,yes,yes,0.78,0.8,0.78,0.8,0.020000000000000018,0.020000000000000018,0
41956,4195604,criterion_swap,yes,no,0.78,0.9,0.78,0.09999999999999998,-0.68,0.68,1
